Unnamed: 0,daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
3773,7,31,2,3,74,1,22,8,5,33,addicted
3774,7,31,0,0,42,0,42,6,5,20,not addicted
3775,6,18,2,0,44,0,31,8,4,28,not addicted
3776,3,31,0,1,53,0,38,6,2,23,not addicted
3777,9,36,0,2,63,2,36,6,6,41,addicted
3778,11,39,3,3,63,0,23,7,8,28,addicted
3779,6,23,2,1,38,1,27,9,4,24,not addicted
3780,7,32,2,2,65,1,30,6,5,33,addicted
3781,9,15,1,0,42,2,54,7,6,27,not addicted
3782,4,39,3,1,64,1,42,5,3,30,addicted
3783,7,31,2,0,54,0,45,3,5,32,not addicted
3784,11,36,2,1,53,0,17,4,7,35,addicted
3785,9,26,3,0,83,1,32,6,6,36,addicted
3786,6,42,2,2,55,0,22,1,4,30,addicted
3787,2,20,1,0,55,0,38,7,1,24,not addicted
3788,4,26,0,1,52,1,52,9,3,22,not addicted
3789,3,30,2,0,75,1,28,9,2,34,addicted
3790,3,34,2,2,60,2,39,7,2,22,addicted
3791,1,30,1,0,48,1,28,6,0,21,not addicted
3792,9,34,1,1,81,2,23,5,6,34,addicted
3793,4,35,0,1,53,1,42,5,3,14,not addicted
3794,4,33,1,0,63,3,19,4,3,32,addicted
3795,6,27,0,0,57,1,29,4,4,26,not addicted
3796,6,40,0,1,56,0,51,10,4,28,not addicted
3797,8,17,1,1,41,1,35,8,5,26,not addicted
3798,10,51,0,1,70,3,34,7,7,27,addicted
3799,7,33,1,2,61,3,33,4,5,25,addicted
3800,9,27,1,1,43,0,52,5,6,25,not addicted
3801,7,38,2,0,70,2,28,4,5,38,addicted
3802,1,28,2,2,45,0,47,5,0,29,not addicted
3803,9,35,4,0,83,2,15,5,6,36,addicted
3804,9,32,3,1,78,0,15,4,6,24,addicted
3805,10,45,2,1,67,0,17,3,6,24,addicted
3806,8,27,2,2,58,0,44,8,5,25,not addicted
3807,8,30,3,1,77,2,19,4,6,35,addicted
3808,10,34,1,0,51,0,26,4,6,22,not addicted
3809,11,33,1,3,86,3,30,2,7,29,addicted
3810,7,25,1,3,70,1,40,4,5,29,addicted
3811,5,30,3,0,57,2,34,6,3,32,addicted
3812,1,26,1,1,48,1,30,7,0,24,not addicted
3813,8,28,3,1,65,0,34,5,5,39,addicted
3814,11,34,3,2,61,2,24,7,8,35,addicted
3815,11,29,3,3,73,1,23,2,8,33,addicted
3816,9,22,0,2,46,1,22,7,6,21,not addicted
3817,12,32,1,3,65,1,20,8,9,30,addicted
3818,4,29,5,0,53,0,43,10,3,22,not addicted
3819,4,38,0,2,65,2,37,4,3,30,addicted
3820,3,26,0,0,59,0,51,3,2,29,not addicted
3821,9,32,2,2,67,1,20,9,6,36,addicted
3822,8,32,0,0,53,0,53,4,5,22,not addicted
3823,9,28,1,0,56,0,49,5,6,19,not addicted
3824,5,37,2,3,73,0,34,6,4,32,addicted
3825,3,33,3,1,49,1,20,3,2,28,not addicted
3826,7,22,0,1,37,0,44,8,5,25,not addicted
3827,6,46,0,1,78,1,35,8,4,31,addicted
3828,8,39,2,1,65,4,20,6,5,29,addicted
3829,6,22,1,1,50,1,50,9,4,16,not addicted
3830,9,33,3,2,65,2,16,8,6,34,addicted
3831,9,26,2,0,55,3,15,2,6,24,addicted
3832,11,46,1,1,57,2,21,7,7,36,addicted
3833,7,27,3,0,54,0,36,8,5,29,not addicted
3834,5,27,1,2,67,2,36,1,4,24,addicted
3835,9,27,0,0,57,0,36,8,6,23,not addicted
3836,11,23,0,0,51,1,52,5,7,25,not addicted
3837,9,26,3,1,58,1,43,9,6,23,not addicted
3838,3,22,0,2,46,1,27,6,2,38,not addicted
3839,6,40,4,3,59,0,34,4,4,26,addicted
3840,11,29,1,1,72,2,16,6,8,26,addicted
3841,12,30,1,1,74,0,25,2,9,33,addicted
3842,8,22,0,1,50,0,50,3,5,15,not addicted
3843,3,28,3,2,47,0,36,7,2,20,not addicted
3844,11,22,2,2,71,3,24,5,7,27,addicted
3845,5,22,0,0,46,1,24,8,3,31,not addicted
3846,5,19,1,1,41,1,47,7,3,16,not addicted
3847,6,24,1,0,54,0,20,8,4,24,not addicted
3848,9,42,3,1,62,1,43,3,6,37,addicted
3849,11,36,0,0,67,1,35,6,8,26,addicted
3850,1,22,1,1,50,0,26,12,0,25,not addicted
3851,6,28,1,1,49,1,34,5,4,27,not addicted
3852,8,45,4,1,89,2,32,5,5,37,addicted
3853,5,27,0,1,44,0,47,6,4,36,not addicted
3854,6,14,0,0,56,1,33,7,4,29,not addicted
3855,10,36,2,2,64,2,28,9,7,27,addicted
3856,2,28,0,0,50,0,46,6,1,29,not addicted
3857,11,39,3,1,91,2,21,4,7,34,addicted
3858,10,29,3,1,44,0,31,10,7,30,not addicted
3859,7,30,1,0,68,3,26,6,5,34,addicted
3860,4,23,2,1,42,0,26,7,3,35,not addicted
3861,5,34,3,0,63,2,34,8,4,32,addicted
3862,3,26,1,1,52,0,50,5,2,31,not addicted
3863,1,27,2,1,53,0,36,5,0,22,not addicted
3864,10,32,3,2,56,2,16,6,7,28,addicted
3865,3,29,2,0,57,0,23,8,2,28,not addicted
3866,6,25,2,1,29,0,50,5,4,22,not addicted
3867,8,35,0,1,66,2,39,8,5,31,addicted
3868,11,16,2,2,40,0,44,9,7,22,not addicted
3869,6,14,1,2,60,0,28,6,4,35,not addicted
3870,5,24,2,0,72,1,20,7,4,28,addicted
3871,2,20,1,0,41,0,20,9,1,27,not addicted
3872,3,19,3,2,62,2,48,6,2,32,not addicted
3873,10,21,0,0,32,2,32,5,7,27,not addicted
3874,10,27,2,1,58,2,38,5,7,25,addicted
3875,10,30,3,3,68,0,28,4,6,37,addicted
3876,12,42,3,0,71,2,28,3,8,23,addicted
3877,9,42,2,2,79,1,41,7,6,35,addicted
3878,1,28,3,1,51,1,46,3,0,23,not addicted
3879,11,47,4,2,71,2,30,7,8,43,addicted
3880,6,33,3,0,77,0,20,7,4,29,addicted
3881,11,24,2,0,48,2,34,4,7,30,not addicted
3882,11,47,2,0,65,1,19,5,8,26,addicted
3883,9,18,1,0,52,0,50,10,6,28,not addicted
3884,6,22,2,1,42,1,27,7,4,29,not addicted
3885,8,26,1,1,47,0,23,4,5,31,not addicted
3886,8,26,1,1,60,1,26,7,6,38,not addicted
3887,6,24,0,1,75,2,27,8,4,28,addicted
3888,9,34,1,0,67,1,21,5,6,42,addicted
3889,8,17,1,0,54,0,33,11,5,15,not addicted
3890,10,39,3,3,70,3,30,7,6,35,addicted
3891,6,34,1,3,73,2,35,7,4,37,addicted
3892,7,44,0,1,86,3,19,5,5,29,addicted
3893,8,22,0,0,33,1,41,6,6,20,not addicted
3894,9,36,3,0,69,1,17,6,6,26,addicted
3895,5,35,1,2,61,2,28,4,3,27,addicted
3896,7,39,5,1,77,1,36,6,4,24,addicted
3897,12,40,1,0,72,3,19,2,8,31,addicted
3898,12,28,3,2,66,2,33,7,8,31,addicted
3899,11,30,3,1,68,2,42,6,7,33,addicted
3900,9,36,0,0,74,2,43,3,6,37,addicted
3901,8,20,0,0,57,0,24,3,5,18,not addicted
3902,12,36,3,1,63,1,24,5,9,25,addicted
3903,9,35,1,1,71,0,32,6,6,31,addicted
3904,3,28,0,0,48,0,34,5,2,24,not addicted
3905,4,43,3,2,72,1,36,7,3,36,addicted
3906,8,38,2,1,63,2,24,3,5,26,addicted
3907,12,35,2,2,71,1,40,5,9,32,addicted
3908,6,19,0,2,73,0,15,3,4,30,addicted
3909,7,29,3,2,60,2,19,6,5,24,addicted
3910,7,38,3,0,77,1,41,5,5,34,addicted
3911,4,33,3,1,80,0,15,2,3,28,addicted
3912,6,38,3,0,74,1,24,4,4,32,addicted
3913,4,27,2,2,69,2,18,9,3,31,addicted
3914,5,28,1,2,67,0,31,10,4,29,addicted
3915,2,24,2,1,46,0,24,9,1,24,not addicted
3916,6,14,0,0,54,2,49,5,4,20,not addicted
3917,5,39,3,0,83,0,42,4,3,37,addicted
3918,3,19,2,2,54,1,22,6,2,15,not addicted
3919,9,34,1,0,70,4,31,3,6,32,addicted
3920,5,23,0,1,49,2,25,6,3,18,not addicted
3921,6,22,0,0,50,0,42,8,4,23,not addicted
3922,10,29,1,2,59,1,43,8,7,31,addicted
3923,5,30,7,3,76,2,17,4,4,34,addicted
3924,7,20,1,1,46,1,30,7,5,27,not addicted
3925,7,25,1,1,63,2,37,5,5,23,not addicted
3926,3,27,1,0,47,0,46,5,2,30,not addicted
3927,5,30,1,0,58,2,41,8,3,26,addicted
3928,3,28,2,0,42,1,22,8,2,18,not addicted
3929,4,34,2,2,86,1,26,7,3,30,addicted
3930,11,23,2,4,60,0,44,7,7,25,addicted
3931,12,29,3,4,53,0,35,4,8,32,addicted
3932,2,22,0,1,51,1,43,7,0,25,not addicted
3933,11,25,3,2,66,1,17,8,7,39,addicted
3934,8,23,2,1,60,2,44,7,5,23,not addicted
3935,11,28,1,0,66,2,39,6,7,40,addicted
3936,7,32,2,1,69,0,41,4,4,45,addicted
3937,7,30,2,2,56,3,20,2,5,26,addicted
3938,11,39,1,2,74,1,33,1,8,28,addicted
3939,5,31,4,1,55,3,26,6,4,24,addicted
3940,9,33,2,4,66,0,36,6,6,25,addicted
3941,2,33,1,1,53,2,29,6,1,23,not addicted
3942,3,31,1,1,60,1,42,6,2,22,not addicted
3943,3,24,1,1,63,0,53,7,3,21,not addicted
3944,3,23,3,0,58,1,27,5,2,20,not addicted
3945,5,38,2,1,80,0,15,6,3,26,addicted
3946,11,45,3,0,68,1,17,7,7,28,addicted
3947,11,30,0,0,59,0,42,5,7,21,not addicted
3948,3,46,0,2,87,1,39,6,2,23,addicted
3949,5,33,3,0,75,2,43,5,4,32,addicted
3950,8,18,1,0,44,1,21,8,5,28,not addicted
3951,5,26,2,0,50,0,32,8,4,29,not addicted
3952,4,22,0,1,55,1,31,6,2,29,not addicted
3953,3,26,1,1,59,2,34,7,2,37,not addicted
3954,6,35,2,3,75,0,31,5,4,33,addicted
3955,7,31,1,3,43,0,37,4,5,34,not addicted
3956,11,29,1,0,76,2,18,5,7,28,addicted
3957,6,36,1,2,78,1,16,5,4,22,addicted
3958,6,46,3,0,74,0,25,7,4,32,addicted
3959,2,28,2,0,53,0,30,3,1,33,not addicted
3960,2,36,3,2,40,1,46,10,1,27,not addicted
3961,5,31,0,0,64,2,26,7,3,32,addicted
3962,8,33,1,0,69,0,44,6,5,36,addicted
3963,6,40,0,3,75,0,43,8,4,24,addicted
3964,5,20,1,0,56,0,22,6,4,20,not addicted
3965,9,18,1,0,58,1,20,8,6,21,not addicted
3966,6,34,1,1,61,1,35,7,4,20,addicted
3967,5,31,0,1,44,0,54,8,4,26,not addicted
3968,8,29,3,1,70,1,16,7,5,25,addicted
3969,7,27,3,3,64,2,38,2,4,22,addicted
3970,4,42,2,2,73,2,39,4,3,29,addicted
3971,5,19,0,0,43,0,24,9,4,16,not addicted
3972,9,33,2,0,85,1,19,3,6,28,addicted
3973,6,25,0,0,45,0,34,6,4,22,not addicted
3974,9,42,3,0,67,0,30,5,6,21,addicted
3975,11,37,1,1,78,0,26,4,7,23,addicted
3976,8,31,2,2,65,1,17,5,5,24,addicted
3977,3,28,1,3,44,1,24,9,1,36,not addicted
3978,10,30,0,0,51,1,30,8,6,17,not addicted
3979,9,35,1,0,43,1,54,7,6,27,not addicted
3980,5,17,2,0,54,0,21,4,3,30,not addicted
3981,3,26,2,1,63,1,28,6,2,24,not addicted
3982,10,23,4,1,63,0,32,5,6,25,not addicted
3983,7,31,1,1,62,0,21,9,5,18,not addicted
3984,2,23,0,1,54,0,51,5,0,22,not addicted
3985,3,32,3,2,77,2,32,7,3,38,addicted
3986,3,35,1,1,52,1,25,8,2,24,not addicted
3987,9,33,0,1,38,0,48,8,6,31,not addicted
3988,7,37,1,1,80,3,22,6,4,16,addicted
3989,5,30,2,1,51,0,40,6,4,14,not addicted
3990,10,27,3,2,76,2,35,6,7,41,addicted
3991,4,34,2,1,71,1,35,3,3,27,addicted
3992,11,39,4,3,71,1,22,4,8,25,addicted
3993,6,27,1,0,53,1,44,5,4,28,not addicted
3994,11,28,3,0,55,3,22,4,8,24,addicted
3995,11,42,1,1,61,2,39,8,7,28,addicted
3996,3,35,1,0,91,0,23,7,3,34,addicted
3997,10,32,2,1,68,1,17,6,7,31,addicted
3998,8,37,2,0,68,0,31,5,5,26,addicted
3999,6,21,3,1,45,2,30,8,4,21,not addicted
4000,11,30,3,0,68,3,36,7,8,23,addicted
4001,9,22,5,1,70,3,31,7,6,28,addicted
4002,11,36,1,2,66,1,29,5,7,34,addicted
4003,3,38,3,1,71,1,25,6,2,24,addicted
4004,2,25,1,0,44,1,20,6,1,26,not addicted
4005,5,31,1,1,40,1,35,5,3,32,not addicted
4006,2,21,0,1,53,0,29,6,2,30,not addicted
4007,4,32,2,1,73,1,18,5,3,29,addicted
4008,4,22,1,1,49,1,39,4,3,21,not addicted
4009,11,43,0,2,59,2,30,6,7,17,addicted
4010,8,22,0,0,51,0,45,5,5,29,not addicted
4011,4,34,2,1,61,1,19,7,3,40,addicted
4012,1,16,1,2,55,0,54,8,0,23,not addicted
4013,4,35,1,2,53,0,40,8,3,23,not addicted
4014,4,33,3,2,50,0,29,6,3,28,not addicted
4015,4,36,2,1,76,0,39,4,3,31,addicted
4016,3,22,2,0,55,1,51,6,2,29,not addicted
4017,10,28,1,1,78,3,19,6,6,30,addicted
4018,7,33,3,2,62,2,16,8,5,35,addicted
4019,3,25,1,0,50,2,31,6,2,27,not addicted
4020,10,26,2,1,48,0,51,5,6,30,not addicted
4021,5,37,0,1,75,0,27,8,4,34,addicted
4022,4,17,1,2,49,0,40,4,3,16,not addicted
4023,12,31,2,2,66,2,37,6,9,26,addicted
4024,4,19,0,0,39,0,28,8,3,21,not addicted
4025,7,19,0,0,48,0,36,9,5,20,not addicted
4026,7,18,2,3,45,1,53,8,5,33,not addicted
4027,9,42,5,2,84,1,24,3,6,25,addicted
4028,5,40,4,0,56,2,43,2,3,20,addicted
4029,8,28,2,2,56,3,17,9,5,44,addicted
4030,5,17,2,1,44,0,30,7,3,26,not addicted
4031,7,32,3,0,67,1,38,4,5,36,addicted
4032,1,31,3,1,54,1,30,9,0,29,not addicted
4033,5,41,3,2,73,0,40,5,4,29,addicted
4034,7,17,0,0,49,2,28,6,5,21,not addicted
4035,11,37,1,1,66,0,24,6,7,29,addicted
4036,6,40,0,1,61,1,17,4,4,27,addicted
4037,9,21,1,1,49,1,22,4,6,22,not addicted
4038,1,39,0,0,62,1,26,4,0,26,not addicted
4039,9,29,3,2,82,2,26,6,6,29,addicted
4040,4,28,2,1,50,1,22,9,3,25,not addicted
4041,8,30,1,1,52,2,34,5,5,26,not addicted
4042,1,22,1,1,40,0,51,5,0,25,not addicted
4043,12,40,2,3,71,0,33,3,8,27,addicted
4044,2,21,0,2,48,1,39,4,0,27,not addicted
4045,12,30,3,0,84,2,40,4,9,34,addicted
4046,8,40,3,1,65,1,23,4,5,27,addicted
4047,10,30,0,0,47,1,33,7,6,19,not addicted
4048,11,39,2,0,43,1,48,5,7,21,not addicted
4049,9,40,2,1,81,3,42,7,6,24,addicted
4050,2,24,1,0,51,0,23,10,1,21,not addicted
4051,8,36,0,0,83,2,15,6,5,37,addicted
4052,2,24,1,1,42,0,52,6,0,29,not addicted
4053,6,28,2,0,52,0,53,9,4,33,not addicted
4054,10,33,3,3,62,0,30,8,7,27,addicted
4055,8,39,2,0,60,2,37,7,5,23,addicted
4056,2,26,2,0,45,2,40,7,0,28,not addicted
4057,5,43,1,3,65,1,23,7,3,34,addicted
4058,12,37,2,3,75,3,44,6,8,28,addicted
4059,3,21,0,0,58,0,26,10,2,36,not addicted
4060,2,30,0,1,63,0,25,7,1,26,not addicted
4061,9,15,0,0,56,1,54,6,6,21,not addicted
4062,5,20,2,0,44,0,29,7,4,28,not addicted
4063,11,42,4,1,63,2,29,5,7,30,addicted
4064,1,22,0,1,51,0,24,8,0,31,not addicted
4065,10,54,0,1,69,1,44,5,7,29,addicted
4066,9,32,2,1,64,0,18,6,6,38,addicted
4067,8,34,2,2,62,1,28,4,5,39,addicted
4068,11,42,0,1,67,1,40,6,8,19,addicted
4069,6,26,1,0,53,0,39,5,4,32,not addicted
4070,6,18,1,0,53,1,38,3,4,28,not addicted
4071,9,31,2,4,67,3,27,6,6,38,addicted
4072,2,23,2,1,57,1,43,6,1,19,not addicted
4073,9,21,1,1,53,2,41,8,6,17,not addicted
4074,2,22,3,1,55,1,50,7,1,22,not addicted
4075,2,29,1,1,32,0,47,9,1,12,not addicted
4076,9,24,1,0,47,1,45,6,6,25,not addicted
4077,2,23,1,0,62,2,30,5,1,23,not addicted
4078,9,43,3,0,61,1,21,3,6,24,addicted
4079,6,19,1,3,41,1,40,8,4,31,not addicted
4080,8,37,1,2,88,0,27,5,5,28,addicted
4081,5,33,2,3,71,2,26,3,4,26,addicted
4082,3,23,0,0,50,1,28,9,2,23,not addicted
4083,5,23,2,0,51,1,54,2,4,30,not addicted
4084,11,39,1,0,80,1,37,7,7,37,addicted
4085,9,25,1,1,51,1,25,6,6,21,not addicted
4086,10,27,1,1,70,1,17,8,6,27,addicted
4087,8,33,2,0,62,3,40,3,5,33,addicted
4088,5,32,1,2,88,0,39,2,3,25,addicted
4089,1,18,1,1,42,0,34,8,0,19,not addicted
4090,4,37,1,2,68,3,31,5,3,28,addicted
4091,5,47,3,2,72,1,31,7,3,26,addicted
4092,6,33,0,0,67,4,29,7,4,32,addicted
4093,6,25,4,1,56,0,54,5,4,39,not addicted
4094,10,40,2,1,78,2,41,5,6,27,addicted
4095,9,23,3,0,72,2,18,7,6,33,addicted
4096,11,33,2,2,68,2,43,9,7,38,addicted
4097,10,25,1,2,62,1,34,6,7,23,addicted
4098,9,42,3,0,72,4,41,9,6,31,addicted
4099,1,23,0,1,40,1,33,8,0,16,not addicted
4100,11,37,3,0,88,0,38,4,8,30,addicted
4101,1,25,0,0,41,1,26,6,0,25,not addicted
4102,11,40,2,2,60,2,24,5,7,27,addicted
4103,8,39,3,2,72,1,28,5,5,23,addicted
4104,8,35,0,1,79,1,22,4,5,34,addicted
4105,3,25,4,2,55,1,36,11,2,27,not addicted
4106,11,40,2,0,75,2,31,4,8,34,addicted
4107,7,34,2,3,70,2,20,6,4,34,addicted
4108,1,19,0,0,42,1,38,3,0,28,not addicted
4109,12,31,2,1,85,0,41,6,8,16,addicted
4110,11,40,4,2,66,0,19,6,7,29,addicted
4111,1,25,1,2,51,1,20,8,0,25,not addicted
4112,8,28,3,0,81,1,43,5,5,26,addicted
4113,4,21,2,1,76,2,22,7,3,19,addicted
4114,5,33,0,1,48,1,47,9,3,24,not addicted
4115,2,23,0,0,44,0,43,9,1,24,not addicted
4116,7,34,4,2,81,1,45,9,5,22,addicted
4117,3,22,2,0,38,0,39,9,2,25,not addicted
4118,7,29,2,0,59,3,26,6,5,25,addicted
4119,9,45,0,3,81,0,19,5,6,33,addicted
4120,4,38,2,3,83,1,40,5,3,36,addicted
4121,6,21,1,0,48,1,21,9,4,13,not addicted
4122,2,18,2,1,40,1,45,8,1,30,not addicted
4123,6,29,2,1,69,1,17,7,4,29,addicted
4124,6,36,1,2,81,4,21,5,4,28,addicted
4125,9,27,3,0,69,2,37,4,6,21,addicted
4126,1,23,2,1,53,1,22,11,0,21,not addicted
4127,7,32,0,0,49,0,49,8,4,33,not addicted
4128,1,21,1,2,61,3,52,8,0,21,not addicted
4129,11,32,3,0,73,3,27,7,7,34,addicted
4130,1,27,2,2,43,1,32,6,0,23,not addicted
4131,8,22,1,2,49,1,49,5,5,29,not addicted
4132,12,38,3,0,79,2,29,2,8,25,addicted
4133,8,45,3,0,67,0,34,8,5,29,addicted
4134,9,23,1,2,43,1,46,8,6,30,not addicted
4135,1,26,1,1,46,0,41,6,0,21,not addicted
4136,6,34,1,2,65,1,34,8,4,31,addicted
4137,6,29,1,1,55,1,27,5,4,23,not addicted
4138,5,19,0,0,61,0,45,7,3,34,not addicted
4139,4,19,2,2,46,0,44,7,3,27,not addicted
4140,11,41,0,2,69,0,27,6,7,26,addicted
4141,2,26,0,1,47,2,50,6,0,32,not addicted
4142,12,42,2,1,78,2,36,6,8,33,addicted
4143,3,22,1,0,43,0,47,5,2,18,not addicted
4144,11,36,0,2,76,1,27,7,8,35,addicted
4145,3,25,0,2,56,0,22,7,3,36,not addicted
4146,8,25,0,1,46,2,51,8,5,25,not addicted
4147,4,22,0,0,57,0,20,7,3,20,not addicted
4148,9,47,1,1,75,2,31,5,6,24,addicted
4149,3,26,0,1,56,0,46,6,2,18,not addicted
4150,6,27,2,0,62,0,31,9,4,21,not addicted
4151,11,38,4,2,66,0,23,6,7,26,addicted
4152,9,40,2,2,63,2,15,6,6,30,addicted
4153,1,16,1,0,45,1,50,9,0,30,not addicted
4154,6,35,1,0,67,1,22,5,4,31,addicted
4155,7,28,4,0,72,0,41,4,5,30,addicted
4156,6,27,0,0,48,1,27,8,4,23,not addicted
4157,3,28,1,3,78,3,43,8,2,25,addicted
4158,4,19,1,0,50,2,46,8,3,22,not addicted
4159,9,36,3,1,68,0,18,5,6,36,addicted
4160,9,30,1,3,75,0,28,2,6,42,addicted
4161,8,36,3,2,73,1,27,9,5,41,addicted
4162,2,27,0,2,52,0,53,6,1,22,not addicted
4163,4,27,1,1,48,1,39,4,3,20,not addicted
4164,6,26,1,1,52,1,47,11,4,22,not addicted
4165,2,29,2,1,49,1,47,7,1,27,not addicted
4166,9,38,3,2,70,1,18,7,6,30,addicted
4167,2,20,0,0,52,1,35,5,1,25,not addicted
4168,11,26,4,1,82,1,24,2,7,26,addicted
4169,7,19,1,1,54,0,34,6,5,28,not addicted
4170,7,38,1,0,65,1,34,4,5,27,addicted
4171,6,15,1,0,53,0,43,5,4,27,not addicted
4172,4,39,4,2,61,2,19,5,3,21,addicted
4173,4,31,2,0,78,0,28,6,3,27,addicted
4174,7,14,2,1,38,0,52,8,5,22,not addicted
4175,2,20,2,1,53,1,41,4,0,20,not addicted
4176,11,28,2,0,64,2,15,6,7,17,addicted
4177,4,25,3,1,47,0,43,6,3,29,not addicted
4178,3,25,2,0,60,0,44,8,2,22,not addicted
4179,6,32,2,1,84,2,15,7,4,21,addicted
4180,6,26,0,0,49,0,52,3,4,27,not addicted
4181,1,26,0,1,45,1,24,8,0,25,not addicted
4182,3,27,1,2,43,0,30,7,2,31,not addicted
4183,6,25,2,1,80,1,28,6,4,37,addicted
4184,4,31,1,1,41,0,50,7,3,22,not addicted
4185,12,48,2,2,77,3,39,4,9,34,addicted
4186,5,23,0,1,52,0,36,9,3,27,not addicted
4187,5,39,1,1,56,2,29,4,4,29,addicted
4188,7,39,1,0,73,3,24,6,5,31,addicted
4189,6,42,1,2,85,1,19,11,4,42,addicted
4190,3,28,1,1,46,1,29,7,2,24,not addicted
4191,6,23,2,0,39,1,22,6,4,26,not addicted
4192,3,26,1,0,53,0,33,8,1,26,not addicted
4193,7,28,1,3,66,1,17,6,5,35,addicted
4194,5,28,1,2,80,2,25,4,4,30,addicted
4195,10,33,4,2,69,2,42,6,7,30,addicted
4196,5,38,1,4,96,1,26,9,3,28,addicted
4197,1,23,0,0,51,1,27,5,0,17,not addicted
4198,8,22,2,0,59,1,28,5,6,31,not addicted
4199,5,21,2,0,56,0,27,7,3,24,not addicted
4200,11,33,0,1,65,0,31,5,7,31,addicted
4201,2,34,1,0,47,1,53,10,1,27,not addicted
4202,2,26,2,2,45,0,35,1,1,19,not addicted
4203,10,36,4,0,63,2,23,3,7,27,addicted
4204,6,32,2,2,68,1,25,5,4,31,addicted
4205,4,48,5,1,72,0,34,4,3,27,addicted
4206,6,40,2,3,72,2,15,1,4,26,addicted
4207,6,24,0,1,53,1,54,12,5,22,not addicted
4208,10,22,1,1,44,0,22,5,7,35,not addicted
4209,1,25,1,0,51,0,35,4,0,22,not addicted
4210,10,29,1,0,40,1,28,5,7,18,not addicted
4211,9,23,0,1,59,2,39,6,6,27,not addicted
4212,12,35,4,1,57,3,21,4,8,23,addicted
4213,2,26,1,1,52,0,24,3,1,28,not addicted
4214,8,26,1,3,53,1,30,8,5,25,not addicted
4215,8,18,1,0,46,1,49,5,5,18,not addicted
4216,7,46,1,1,81,1,27,4,4,33,addicted
4217,7,24,1,1,50,0,32,4,5,17,not addicted
4218,8,26,0,1,57,2,25,7,5,20,not addicted
4219,8,34,0,2,70,1,30,5,6,29,addicted
4220,7,28,3,0,47,0,33,5,5,18,not addicted
4221,2,31,2,1,44,1,50,5,1,20,not addicted
4222,2,34,0,1,48,1,45,6,1,21,not addicted
4223,11,39,1,0,68,1,16,7,7,34,addicted
4224,7,29,1,0,50,0,21,8,5,28,not addicted
4225,8,28,0,0,48,0,35,6,5,27,not addicted
4226,8,27,1,1,56,0,35,10,5,28,not addicted
4227,5,38,4,2,68,2,20,2,3,35,addicted
4228,12,28,2,0,65,0,45,7,9,45,addicted
4229,6,20,3,2,74,2,43,6,4,29,addicted
4230,4,20,1,1,52,2,25,6,3,25,not addicted
4231,10,49,4,3,72,2,15,4,6,41,addicted
4232,4,21,0,1,51,1,46,5,3,28,not addicted
4233,8,22,1,0,50,0,37,8,5,18,not addicted
4234,9,41,2,1,59,1,29,4,6,35,addicted
4235,5,26,0,2,56,0,21,11,4,34,not addicted
4236,5,29,5,3,65,0,40,7,3,36,addicted
4237,6,26,0,0,62,2,45,5,4,22,not addicted
4238,8,26,1,0,49,0,34,4,5,30,not addicted
4239,11,32,1,0,77,1,38,6,7,27,addicted
4240,8,26,0,1,50,0,33,8,6,23,not addicted
4241,8,26,3,1,60,1,27,8,5,26,addicted
4242,10,33,3,0,70,2,30,6,7,23,addicted
4243,12,36,1,1,72,3,29,6,8,39,addicted
4244,3,30,1,0,48,0,41,6,2,32,not addicted
4245,11,34,1,2,65,2,17,5,8,34,addicted
4246,11,21,0,1,43,1,54,9,7,20,not addicted
4247,3,18,1,1,46,0,49,6,1,20,not addicted
4248,10,32,2,0,66,3,40,3,6,26,addicted
4249,3,46,1,2,72,0,29,8,2,29,addicted
4250,2,21,1,1,52,1,32,10,1,23,not addicted
4251,3,22,1,2,54,0,24,6,2,38,not addicted
4252,6,33,2,0,41,0,45,4,4,32,not addicted
4253,9,27,2,0,43,2,23,7,6,25,not addicted
4254,9,39,2,2,84,1,24,5,6,34,addicted
4255,10,31,0,1,57,0,37,9,6,18,not addicted
4256,2,28,0,1,54,1,35,5,1,20,not addicted
4257,3,25,1,1,49,0,49,6,2,20,not addicted
4258,11,33,0,0,60,1,44,7,7,21,addicted
4259,9,44,1,2,76,2,39,3,6,29,addicted
4260,6,20,2,0,50,0,26,8,4,20,not addicted
4261,4,26,0,0,41,1,32,7,3,26,not addicted
4262,11,31,1,3,89,2,29,5,7,37,addicted
4263,2,26,2,1,50,0,31,10,1,16,not addicted
4264,11,32,1,3,54,2,38,8,8,33,addicted
4265,12,40,2,0,71,2,35,8,8,28,addicted
4266,6,21,0,0,49,1,35,5,4,20,not addicted
4267,11,41,1,0,77,0,35,5,8,25,addicted
4268,9,23,1,1,48,0,34,3,6,14,not addicted
4269,11,33,4,0,68,4,24,5,7,35,addicted
4270,11,33,2,1,78,4,20,5,8,39,addicted
4271,6,33,3,1,55,0,26,3,4,30,addicted
4272,11,41,2,1,55,2,39,3,8,31,addicted
4273,4,25,1,1,53,0,35,7,3,33,not addicted
4274,8,23,0,0,45,0,25,8,6,31,not addicted
4275,8,36,1,2,78,1,23,4,5,29,addicted
4276,2,26,1,1,47,0,55,3,1,20,not addicted
4277,10,28,2,2,93,3,19,7,7,37,addicted
4278,1,31,2,0,54,0,35,9,0,24,not addicted
